UF,Tipo Crime,Ano,Mês,Ocorrências
Amazonas,Roubo seguido de morte (latrocínio),2015,março,8
Amazonas,Tentativa de homicídio,2015,março,50
Amazonas,Estupro,2015,abril,72
Amazonas,Furto de veículo,2015,abril,131
Amazonas,Homicídio doloso,2015,abril,123
Amazonas,Lesão corporal seguida de morte,2015,abril,1
Amazonas,Roubo a instituição financeira,2015,abril,2
Amazonas,Roubo de carga,2015,abril,0
Amazonas,Roubo de veículo,2015,abril,258
Amazonas,Roubo seguido de morte (latrocínio),2015,abril,4
Amazonas,Tentativa de homicídio,2015,abril,44
Amazonas,Estupro,2015,maio,61
Amazonas,Furto de veículo,2015,maio,138
Amazonas,Homicídio doloso,2015,maio,131
Amazonas,Lesão corporal seguida de morte,2015,maio,2
Amazonas,Roubo a instituição financeira,2015,maio,6
Amazonas,Roubo de carga,2015,maio,0
Amazonas,Roubo de veículo,2015,maio,224
Amazonas,Roubo seguido de morte (latrocínio),2015,maio,2
Amazonas,Tentativa de homicídio,2015,maio,33
Amazonas,Estupro,2015,junho,64
Amazonas,Furto de veículo,2015,junho,165
Amazonas,Homicídio doloso,2015,junho,103
Amazonas,Lesão corporal seguida de morte,2015,junho,0
Amazonas,Roubo a instituição financeira,2015,junho,3
Amazonas,Roubo de carga,2015,junho,0
Amazonas,Roubo de veículo,2015,junho,248
Amazonas,Roubo seguido de morte (latrocínio),2015,junho,4
Amazonas,Tentativa de homicídio,2015,junho,17
Amazonas,Estupro,2015,julho,63
Amazonas,Furto de veículo,2015,julho,182
Amazonas,Homicídio doloso,2015,julho,112
Amazonas,Lesão corporal seguida de morte,2015,julho,1
Amazonas,Roubo a instituição financeira,2015,julho,9
Amazonas,Roubo de carga,2015,julho,0
Amazonas,Roubo de veículo,2015,julho,168
Amazonas,Roubo seguido de morte (latrocínio),2015,julho,6
Amazonas,Tentativa de homicídio,2015,julho,23
Amazonas,Estupro,2015,agosto,85
Amazonas,Furto de veículo,2015,agosto,134
Amazonas,Homicídio doloso,2015,agosto,120
Amazonas,Lesão corporal seguida de morte,2015,agosto,0
Amazonas,Roubo a instituição financeira,2015,agosto,1
Amazonas,Roubo de carga,2015,agosto,0
Amazonas,Roubo de veículo,2015,agosto,207
Amazonas,Roubo seguido de morte (latrocínio),2015,agosto,10
Amazonas,Tentativa de homicídio,2015,agosto,38
Amazonas,Estupro,2015,setembro,41
Amazonas,Furto de veículo,2015,setembro,171
Amazonas,Homicídio doloso,2015,setembro,112
Amazonas,Lesão corporal seguida de morte,2015,setembro,1
Amazonas,Roubo a instituição financeira,2015,setembro,3
Amazonas,Roubo de carga,2015,setembro,0
Amazonas,Roubo de veículo,2015,setembro,238
Amazonas,Roubo seguido de morte (latrocínio),2015,setembro,6
Amazonas,Tentativa de homicídio,2015,setembro,26
Amazonas,Estupro,2015,outubro,64
Amazonas,Furto de veículo,2015,outubro,180
Amazonas,Homicídio doloso,2015,outubro,114
Amazonas,Lesão corporal seguida de morte,2015,outubro,0
Amazonas,Roubo a instituição financeira,2015,outubro,7
Amazonas,Roubo de carga,2015,outubro,0
Amazonas,Roubo de veículo,2015,outubro,261
Amazonas,Roubo seguido de morte (latrocínio),2015,outubro,7
Amazonas,Tentativa de homicídio,2015,outubro,31
Amazonas,Estupro,2015,novembro,54
Amazonas,Furto de veículo,2015,novembro,191
Amazonas,Homicídio doloso,2015,novembro,112
Amazonas,Lesão corporal seguida de morte,2015,novembro,0
Amazonas,Roubo a instituição financeira,2015,novembro,6
Amazonas,Roubo de carga,2015,novembro,0
Amazonas,Roubo de veículo,2015,novembro,191
Amazonas,Roubo seguido de morte (latrocínio),2015,novembro,8
Amazonas,Tentativa de homicídio,2015,novembro,25
Amazonas,Estupro,2015,dezembro,40
Amazonas,Furto de veículo,2015,dezembro,182
Amazonas,Homicídio doloso,2015,dezembro,85
Amazonas,Lesão corporal seguida de morte,2015,dezembro,1
Amazonas,Roubo a instituição financeira,2015,dezembro,2
Amazonas,Roubo de carga,2015,dezembro,0
Amazonas,Roubo de veículo,2015,dezembro,302
Amazonas,Roubo seguido de morte (latrocínio),2015,dezembro,8
Amazonas,Tentativa de homicídio,2015,dezembro,23
Amazonas,Estupro,2016,janeiro,64
Amazonas,Furto de veículo,2016,janeiro,218
Amazonas,Homicídio doloso,2016,janeiro,110
Amazonas,Lesão corporal seguida de morte,2016,janeiro,1
Amazonas,Roubo a instituição financeira,2016,janeiro,1
Amazonas,Roubo de carga,2016,janeiro,1
Amazonas,Roubo de veículo,2016,janeiro,276
Amazonas,Roubo seguido de morte (latrocínio),2016,janeiro,9
Amazonas,Tentativa de homicídio,2016,janeiro,43
Amazonas,Estupro,2016,fevereiro,69
Amazonas,Furto de veículo,2016,fevereiro,164
Amazonas,Homicídio doloso,2016,fevereiro,83
Amazonas,Lesão corporal seguida de morte,2016,fevereiro,5
Amazonas,Roubo a instituição financeira,2016,fevereiro,2
Amazonas,Roubo de carga,2016,fevereiro,0
Amazonas,Roubo de veículo,2016,fevereiro,224
Amazonas,Roubo seguido de morte (latrocínio),2016,fevereiro,5
Amazonas,Tentativa de homicídio,2016,fevereiro,30
Amazonas,Estupro,2016,março,78
Amazonas,Furto de veículo,2016,março,208
Amazonas,Homicídio doloso,2016,março,82
Amazonas,Lesão corporal seguida de morte,2016,março,3
Amazonas,Roubo a instituição financeira,2016,março,0
Amazonas,Roubo de carga,2016,março,0
Amazonas,Roubo de veículo,2016,março,278
Amazonas,Roubo seguido de morte (latrocínio),2016,março,5
Amazonas,Tentativa de homicídio,2016,março,38
Amazonas,Estupro,2016,abril,69
Amazonas,Furto de veículo,2016,abril,194
Amazonas,Homicídio doloso,2016,abril,82
Amazonas,Lesão corporal seguida de morte,2016,abril,5
Amazonas,Roubo a instituição financeira,2016,abril,3
Amazonas,Roubo de carga,2016,abril,0
Amazonas,Roubo de veículo,2016,abril,280
Amazonas,Roubo seguido de morte (latrocínio),2016,abril,11
Amazonas,Tentativa de homicídio,2016,abril,22
Amazonas,Estupro,2016,maio,80
Amazonas,Furto de veículo,2016,maio,204
Amazonas,Homicídio doloso,2016,maio,75
Amazonas,Lesão corporal seguida de morte,2016,maio,2
Amazonas,Roubo a instituição financeira,2016,maio,2
Amazonas,Roubo de carga,2016,maio,2
Amazonas,Roubo de veículo,2016,maio,295
Amazonas,Roubo seguido de morte (latrocínio),2016,maio,8
Amazonas,Tentativa de homicídio,2016,maio,28
Amazonas,Estupro,2016,junho,80
Amazonas,Furto de veículo,2016,junho,258
Amazonas,Homicídio doloso,2016,junho,80
Amazonas,Lesão corporal seguida de morte,2016,junho,2
Amazonas,Roubo a instituição financeira,2016,junho,0
Amazonas,Roubo de carga,2016,junho,0
Amazonas,Roubo de veículo,2016,junho,351
Amazonas,Roubo seguido de morte (latrocínio),2016,junho,9
Amazonas,Tentativa de homicídio,2016,junho,33
Amazonas,Estupro,2016,julho,119
Amazonas,Furto de veículo,2016,julho,272
Amazonas,Homicídio doloso,2016,julho,109
Amazonas,Lesão corporal seguida de morte,2016,julho,4
Amazonas,Roubo a instituição financeira,2016,julho,0
Amazonas,Roubo de carga,2016,julho,0
Amazonas,Roubo de veículo,2016,julho,367
Amazonas,Roubo seguido de morte (latrocínio),2016,julho,8
Amazonas,Tentativa de homicídio,2016,julho,31
Amazonas,Estupro,2016,agosto,97
Amazonas,Furto de veículo,2016,agosto,127
Amazonas,Homicídio doloso,2016,agosto,77
Amazonas,Lesão corporal seguida de morte,2016,agosto,3
Amazonas,Roubo a instituição financeira,2016,agosto,1
Amazonas,Roubo de carga,2016,agosto,1
Amazonas,Roubo de veículo,2016,agosto,133
Amazonas,Roubo seguido de morte (latrocínio),2016,agosto,4
Amazonas,Tentativa de homicídio,2016,agosto,19
Amazonas,Estupro,2016,setembro,85
Amazonas,Furto de veículo,2016,setembro,250
Amazonas,Homicídio doloso,2016,setembro,68
Amazonas,Lesão corporal seguida de morte,2016,setembro,2
Amazonas,Roubo a instituição financeira,2016,setembro,2
Amazonas,Roubo de carga,2016,setembro,0
Amazonas,Roubo de veículo,2016,setembro,402
Amazonas,Roubo seguido de morte (latrocínio),2016,setembro,9
Amazonas,Tentativa de homicídio,2016,setembro,30
Amazonas,Estupro,2016,outubro,90
Amazonas,Furto de veículo,2016,outubro,266
Amazonas,Homicídio doloso,2016,outubro,83
Amazonas,Lesão corporal seguida de morte,2016,outubro,4
Amazonas,Roubo a instituição financeira,2016,outubro,2
Amazonas,Roubo de carga,2016,outubro,1
Amazonas,Roubo de veículo,2016,outubro,340
Amazonas,Roubo seguido de morte (latrocínio),2016,outubro,6
Amazonas,Tentativa de homicídio,2016,outubro,40
Amazonas,Estupro,2016,novembro,76
Amazonas,Furto de veículo,2016,novembro,217
Amazonas,Homicídio doloso,2016,novembro,81
Amazonas,Lesão corporal seguida de morte,2016,novembro,2
Amazonas,Roubo a instituição financeira,2016,novembro,1
Amazonas,Roubo de carga,2016,novembro,0
Amazonas,Roubo de veículo,2016,novembro,290
Amazonas,Roubo seguido de morte (latrocínio),2016,novembro,11
Amazonas,Tentativa de homicídio,2016,novembro,37
Amazonas,Estupro,2016,dezembro,51
Amazonas,Furto de veículo,2016,dezembro,316
Amazonas,Homicídio doloso,2016,dezembro,93
Amazonas,Lesão corporal seguida de morte,2016,dezembro,2
Amazonas,Roubo a instituição financeira,2016,dezembro,2
Amazonas,Roubo de carga,2016,dezembro,0
Amazonas,Roubo de veículo,2016,dezembro,350
Amazonas,Roubo seguido de morte (latrocínio),2016,dezembro,7
Amazonas,Tentativa de homicídio,2016,dezembro,27
Amazonas,Estupro,2017,janeiro,68
Amazonas,Furto de veículo,2017,janeiro,279
Amazonas,Homicídio doloso,2017,janeiro,93
Amazonas,Lesão corporal seguida de morte,2017,janeiro,2
Amazonas,Roubo a instituição financeira,2017,janeiro,0
Amazonas,Roubo de carga,2017,janeiro,1
Amazonas,Roubo de veículo,2017,janeiro,312
Amazonas,Roubo seguido de morte (latrocínio),2017,janeiro,4
Amazonas,Tentativa de homicídio,2017,janeiro,24
Amazonas,Estupro,2017,fevereiro,56
Amazonas,Furto de veículo,2017,fevereiro,305
Amazonas,Homicídio doloso,2017,fevereiro,69
Amazonas,Lesão corporal seguida de morte,2017,fevereiro,2
Amazonas,Roubo a instituição financeira,2017,fevereiro,1
Amazonas,Roubo de carga,2017,fevereiro,0
Amazonas,Roubo de veículo,2017,fevereiro,353
Amazonas,Roubo seguido de morte (latrocínio),2017,fevereiro,6
Amazonas,Tentativa de homicídio,2017,fevereiro,14
Amazonas,Estupro,2017,março,77
Amazonas,Furto de veículo,2017,março,388
Amazonas,Homicídio doloso,2017,março,81
Amazonas,Lesão corporal seguida de morte,2017,março,3
Amazonas,Roubo a instituição financeira,2017,março,2
Amazonas,Roubo de carga,2017,março,0
Amazonas,Roubo de veículo,2017,março,510
Amazonas,Roubo seguido de morte (latrocínio),2017,março,8
Amazonas,Tentativa de homicídio,2017,março,8
Amazonas,Estupro,2017,abril,71
Amazonas,Furto de veículo,2017,abril,329
Amazonas,Homicídio doloso,2017,abril,95
Amazonas,Lesão corporal seguida de morte,2017,abril,2
Amazonas,Roubo a instituição financeira,2017,abril,0
Amazonas,Roubo de carga,2017,abril,1
Amazonas,Roubo de veículo,2017,abril,417
Amazonas,Roubo seguido de morte (latrocínio),2017,abril,9
Amazonas,Tentativa de homicídio,2017,abril,20
Amazonas,Estupro,2017,maio,75
Amazonas,Furto de veículo,2017,maio,385
Amazonas,Homicídio doloso,2017,maio,82
Amazonas,Lesão corporal seguida de morte,2017,maio,5
Amazonas,Roubo a instituição financeira,2017,maio,2
Amazonas,Roubo de carga,2017,maio,1
Amazonas,Roubo de veículo,2017,maio,640
Amazonas,Roubo seguido de morte (latrocínio),2017,maio,8
Amazonas,Tentativa de homicídio,2017,maio,21
Amazonas,Estupro,2017,junho,61
Amazonas,Furto de veículo,2017,junho,274
Amazonas,Homicídio doloso,2017,junho,102
Amazonas,Lesão corporal seguida de morte,2017,junho,7
Amazonas,Roubo a instituição financeira,2017,junho,1
Amazonas,Roubo de carga,2017,junho,1
Amazonas,Roubo de veículo,2017,junho,333
Amazonas,Roubo seguido de morte (latrocínio),2017,junho,2
Amazonas,Tentativa de homicídio,2017,junho,29
Amazonas,Estupro,2017,julho,76
Amazonas,Furto de veículo,2017,julho,295
Amazonas,Homicídio doloso,2017,julho,104
Amazonas,Lesão corporal seguida de morte,2017,julho,6
Amazonas,Roubo a instituição financeira,2017,julho,1
Amazonas,Roubo de carga,2017,julho,0
Amazonas,Roubo de veículo,2017,julho,493
Amazonas,Roubo seguido de morte (latrocínio),2017,julho,5
Amazonas,Tentativa de homicídio,2017,julho,16
Amazonas,Estupro,2017,agosto,102
Amazonas,Furto de veículo,2017,agosto,264
Amazonas,Homicídio doloso,2017,agosto,116
Amazonas,Lesão corporal seguida de morte,2017,agosto,1
Amazonas,Roubo a instituição financeira,2017,agosto,4
Amazonas,Roubo de carga,2017,agosto,0
Amazonas,Roubo de veículo,2017,agosto,350
Amazonas,Roubo seguido de morte (latrocínio),2017,agosto,2
Amazonas,Tentativa de homicídio,2017,agosto,27
Amazonas,Estupro,2017,setembro,91
Amazonas,Furto de veículo,2017,setembro,228
Amazonas,Homicídio doloso,2017,setembro,73
Amazonas,Lesão corporal seguida de morte,2017,setembro,1
Amazonas,Roubo a instituição financeira,2017,setembro,3
Amazonas,Roubo de carga,2017,setembro,0
Amazonas,Roubo de veículo,2017,setembro,321
Amazonas,Roubo seguido de morte (latrocínio),2017,setembro,1
Amazonas,Tentativa de homicídio,2017,setembro,19
Amazonas,Estupro,2017,outubro,94
Amazonas,Furto de veículo,2017,outubro,289
Amazonas,Homicídio doloso,2017,outubro,60
Amazonas,Lesão corporal seguida de morte,2017,outubro,4
Amazonas,Roubo a instituição financeira,2017,outubro,1
Amazonas,Roubo de carga,2017,outubro,0
Amazonas,Roubo de veículo,2017,outubro,297
Amazonas,Roubo seguido de morte (latrocínio),2017,outubro,7
Amazonas,Tentativa de homicídio,2017,outubro,15
Amazonas,Estupro,2017,novembro,76
Amazonas,Furto de veículo,2017,novembro,226
Amazonas,Homicídio doloso,2017,novembro,74
Amazonas,Lesão corporal seguida de morte,2017,novembro,3
Amazonas,Roubo a instituição financeira,2017,novembro,4
Amazonas,Roubo de carga,2017,novembro,0
Amazonas,Roubo de veículo,2017,novembro,246
Amazonas,Roubo seguido de morte (latrocínio),2017,novembro,7
Amazonas,Tentativa de homicídio,2017,novembro,23
Amazonas,Estupro,2017,dezembro,72
Amazonas,Furto de veículo,2017,dezembro,199
Amazonas,Homicídio doloso,2017,dezembro,76
Amazonas,Lesão corporal seguida de morte,2017,dezembro,1
Amazonas,Roubo a instituição financeira,2017,dezembro,0
Amazonas,Roubo de carga,2017,dezembro,0
Amazonas,Roubo de veículo,2017,dezembro,249
Amazonas,Roubo seguido de morte (latrocínio),2017,dezembro,6
Amazonas,Tentativa de homicídio,2017,dezembro,25
Amazonas,Estupro,2018,janeiro,78
Amazonas,Furto de veículo,2018,janeiro,218
Amazonas,Homicídio doloso,2018,janeiro,58
Amazonas,Lesão corporal seguida de morte,2018,janeiro,0
Amazonas,Roubo a instituição financeira,2018,janeiro,2
Amazonas,Roubo de carga,2018,janeiro,1
Amazonas,Roubo de veículo,2018,janeiro,299
Amazonas,Roubo seguido de morte (latrocínio),2018,janeiro,5
Amazonas,Tentativa de homicídio,2018,janeiro,9
Amazonas,Estupro,2018,fevereiro,82
Amazonas,Furto de veículo,2018,fevereiro,187
Amazonas,Homicídio doloso,2018,fevereiro,79
Amazonas,Lesão corporal seguida de morte,2018,fevereiro,2
Amazonas,Roubo a instituição financeira,2018,fevereiro,7
Amazonas,Roubo de carga,2018,fevereiro,0
Amazonas,Roubo de veículo,2018,fevereiro,259
Amazonas,Roubo seguido de morte (latrocínio),2018,fevereiro,8
Amazonas,Tentativa de homicídio,2018,fevereiro,16
Amazonas,Estupro,2018,março,92
Amazonas,Furto de veículo,2018,março,245
Amazonas,Homicídio doloso,2018,março,87
Amazonas,Lesão corporal seguida de morte,2018,março,5
Amazonas,Roubo a instituição financeira,2018,março,3
Amazonas,Roubo de carga,2018,março,1
Amazonas,Roubo de veículo,2018,março,309
Amazonas,Roubo seguido de morte (latrocínio),2018,março,1
Amazonas,Tentativa de homicídio,2018,março,14
Amazonas,Estupro,2018,abril,65
Amazonas,Furto de veículo,2018,abril,184
Amazonas,Homicídio doloso,2018,abril,92
Amazonas,Lesão corporal seguida de morte,2018,abril,4
Amazonas,Roubo a instituição financeira,2018,abril,4
Amazonas,Roubo de carga,2018,abril,0
Amazonas,Roubo de veículo,2018,abril,300
Amazonas,Roubo seguido de morte (latrocínio),2018,abril,4
Amazonas,Tentativa de homicídio,2018,abril,18
Amazonas,Estupro,2018,maio,88
Amazonas,Furto de veículo,2018,maio,170
Amazonas,Homicídio doloso,2018,maio,86
Amazonas,Lesão corporal seguida de morte,2018,maio,3
Amazonas,Roubo a instituição financeira,2018,maio,4
Amazonas,Roubo de carga,2018,maio,1
Amazonas,Roubo de veículo,2018,maio,272
Amazonas,Roubo seguido de morte (latrocínio),2018,maio,2
Amazonas,Tentativa de homicídio,2018,maio,19
Amazonas,Estupro,2018,junho,76
Amazonas,Furto de veículo,2018,junho,189
Amazonas,Homicídio doloso,2018,junho,109
Amazonas,Lesão corporal seguida de morte,2018,junho,4
Amazonas,Roubo a instituição financeira,2018,junho,8
Amazonas,Roubo de carga,2018,junho,2
Amazonas,Roubo de veículo,2018,junho,322
Amazonas,Roubo seguido de morte (latrocínio),2018,junho,6
Amazonas,Tentativa de homicídio,2018,junho,38
Amazonas,Estupro,2018,julho,79
Amazonas,Furto de veículo,2018,julho,157
Amazonas,Homicídio doloso,2018,julho,114
Amazonas,Lesão corporal seguida de morte,2018,julho,1
Amazonas,Roubo a instituição financeira,2018,julho,9
Amazonas,Roubo de carga,2018,julho,1
Amazonas,Roubo de veículo,2018,julho,237
Amazonas,Roubo seguido de morte (latrocínio),2018,julho,8
Amazonas,Tentativa de homicídio,2018,julho,32
Amazonas,Estupro,2018,agosto,93
Amazonas,Furto de veículo,2018,agosto,196
Amazonas,Homicídio doloso,2018,agosto,87
Amazonas,Lesão corporal seguida de morte,2018,agosto,3
Amazonas,Roubo a instituição financeira,2018,agosto,6
Amazonas,Roubo de carga,2018,agosto,0
Amazonas,Roubo de veículo,2018,agosto,245
Amazonas,Roubo seguido de morte (latrocínio),2018,agosto,5
Amazonas,Tentativa de homicídio,2018,agosto,28
Amazonas,Estupro,2018,setembro,94
Amazonas,Furto de veículo,2018,setembro,171
Amazonas,Homicídio doloso,2018,setembro,100
Amazonas,Lesão corporal seguida de morte,2018,setembro,2
Amazonas,Roubo a instituição financeira,2018,setembro,3
Amazonas,Roubo de carga,2018,setembro,0
Amazonas,Roubo de veículo,2018,setembro,232
Amazonas,Roubo seguido de morte (latrocínio),2018,setembro,3
Amazonas,Tentativa de homicídio,2018,setembro,28
Amazonas,Estupro,2018,outubro,102
Amazonas,Furto de veículo,2018,outubro,164
Amazonas,Homicídio doloso,2018,outubro,116
Amazonas,Lesão corporal seguida de morte,2018,outubro,1
Amazonas,Roubo a instituição financeira,2018,outubro,14
Amazonas,Roubo de carga,2018,outubro,0
Amazonas,Roubo de veículo,2018,outubro,175
Amazonas,Roubo seguido de morte (latrocínio),2018,outubro,5
Amazonas,Tentativa de homicídio,2018,outubro,23
Amazonas,Estupro,2018,novembro,70
Amazonas,Furto de veículo,2018,novembro,198
Amazonas,Homicídio doloso,2018,novembro,61
Amazonas,Lesão corporal seguida de morte,2018,novembro,2
Amazonas,Roubo a instituição financeira,2018,novembro,8
Amazonas,Roubo de carga,2018,novembro,0
Amazonas,Roubo de veículo,2018,novembro,224
Amazonas,Roubo seguido de morte (latrocínio),2018,novembro,5
Amazonas,Tentativa de homicídio,2018,novembro,10
Amazonas,Estupro,2018,dezembro,69
Amazonas,Furto de veículo,2018,dezembro,173
Amazonas,Homicídio doloso,2018,dezembro,62
Amazonas,Lesão corporal seguida de morte,2018,dezembro,1
Amazonas,Roubo a instituição financeira,2018,dezembro,8
Amazonas,Roubo de carga,2018,dezembro,1
Amazonas,Roubo de veículo,2018,dezembro,206
Amazonas,Roubo seguido de morte (latrocínio),2018,dezembro,2
Amazonas,Tentativa de homicídio,2018,dezembro,12
Amazonas,Estupro,2019,janeiro,59
Amazonas,Furto de veículo,2019,janeiro,184
Amazonas,Homicídio doloso,2019,janeiro,81
Amazonas,Lesão corporal seguida de morte,2019,janeiro,1
Amazonas,Roubo a instituição financeira,2019,janeiro,6
Amazonas,Roubo de carga,2019,janeiro,0
Amazonas,Roubo de veículo,2019,janeiro,207
Amazonas,Roubo seguido de morte (latrocínio),2019,janeiro,3
Amazonas,Tentativa de homicídio,2019,janeiro,21
Amazonas,Estupro,2019,fevereiro,61
Amazonas,Furto de veículo,2019,fevereiro,188
Amazonas,Homicídio doloso,2019,fevereiro,67
Amazonas,Lesão corporal seguida de morte,2019,fevereiro,2
Amazonas,Roubo a instituição financeira,2019,fevereiro,4
Amazonas,Roubo de carga,2019,fevereiro,0
Amazonas,Roubo de veículo,2019,fevereiro,149
Amazonas,Roubo seguido de morte (latrocínio),2019,fevereiro,5
Amazonas,Tentativa de homicídio,2019,fevereiro,25
Amazonas,Estupro,2019,março,81
Amazonas,Furto de veículo,2019,março,158
Amazonas,Homicídio doloso,2019,março,73
Amazonas,Lesão corporal seguida de morte,2019,março,2
Amazonas,Roubo a instituição financeira,2019,março,3
Amazonas,Roubo de carga,2019,março,0
Amazonas,Roubo de veículo,2019,março,190
Amazonas,Roubo seguido de morte (latrocínio),2019,março,6
Amazonas,Tentativa de homicídio,2019,março,27
Amazonas,Estupro,2019,abril,70
Amazonas,Furto de veículo,2019,abril,107
Amazonas,Homicídio doloso,2019,abril,87
Amazonas,Lesão corporal seguida de morte,2019,abril,2
Amazonas,Roubo a instituição financeira,2019,abril,3
Amazonas,Roubo de carga,2019,abril,1
Amazonas,Roubo de veículo,2019,abril,130
Amazonas,Roubo seguido de morte (latrocínio),2019,abril,4
Amazonas,Tentativa de homicídio,2019,abril,20
Amazonas,Estupro,2019,maio,74
Amazonas,Furto de veículo,2019,maio,162
Amazonas,Homicídio doloso,2019,maio,73
Amazonas,Lesão corporal seguida de morte,2019,maio,4
Amazonas,Roubo a instituição financeira,2019,maio,6
Amazonas,Roubo de carga,2019,maio,0
Amazonas,Roubo de veículo,2019,maio,177
Amazonas,Roubo seguido de morte (latrocínio),2019,maio,1
Amazonas,Tentativa de homicídio,2019,maio,30
Amazonas,Estupro,2019,junho,64
Amazonas,Furto de veículo,2019,junho,166
Amazonas,Homicídio doloso,2019,junho,68
Amazonas,Lesão corporal seguida de morte,2019,junho,2
Amazonas,Roubo a instituição financeira,2019,junho,3
Amazonas,Roubo de carga,2019,junho,1
Amazonas,Roubo de veículo,2019,junho,202
Amazonas,Roubo seguido de morte (latrocínio),2019,junho,6
Amazonas,Tentativa de homicídio,2019,junho,19
Amazonas,Estupro,2019,julho,54
Amazonas,Furto de veículo,2019,julho,166
Amazonas,Homicídio doloso,2019,julho,84
Amazonas,Lesão corporal seguida de morte,2019,julho,2
Amazonas,Roubo a instituição financeira,2019,julho,7
Amazonas,Roubo de carga,2019,julho,1
Amazonas,Roubo de veículo,2019,julho,210
Amazonas,Roubo seguido de morte (latrocínio),2019,julho,2
Amazonas,Tentativa de homicídio,2019,julho,13
Amazonas,Estupro,2019,agosto,83
Amazonas,Furto de veículo,2019,agosto,173
Amazonas,Homicídio doloso,2019,agosto,91
Amazonas,Lesão corporal seguida de morte,2019,agosto,2
Amazonas,Roubo a instituição financeira,2019,agosto,6
Amazonas,Roubo de carga,2019,agosto,0
Amazonas,Roubo de veículo,2019,agosto,244
Amazonas,Roubo seguido de morte (latrocínio),2019,agosto,4
Amazonas,Tentativa de homicídio,2019,agosto,20
Amazonas,Estupro,2019,setembro,97
Amazonas,Furto de veículo,2019,setembro,163
Amazonas,Homicídio doloso,2019,setembro,104
Amazonas,Lesão corporal seguida de morte,2019,setembro,1
Amazonas,Roubo a instituição financeira,2019,setembro,6
Amazonas,Roubo de carga,2019,setembro,3
Amazonas,Roubo de veículo,2019,setembro,249
Amazonas,Roubo seguido de morte (latrocínio),2019,setembro,3
Amazonas,Tentativa de homicídio,2019,setembro,17
Amazonas,Estupro,2019,outubro,80
Amazonas,Furto de veículo,2019,outubro,166
Amazonas,Homicídio doloso,2019,outubro,81
Amazonas,Lesão corporal seguida de morte,2019,outubro,1
Amazonas,Roubo a instituição financeira,2019,outubro,4
Amazonas,Roubo de carga,2019,outubro,2
Amazonas,Roubo de veículo,2019,outubro,260
Amazonas,Roubo seguido de morte (latrocínio),2019,outubro,2
Amazonas,Tentativa de homicídio,2019,outubro,19
Amazonas,Estupro,2019,novembro,64
Amazonas,Furto de veículo,2019,novembro,155
Amazonas,Homicídio doloso,2019,novembro,85
Amazonas,Lesão corporal seguida de morte,2019,novembro,2
Amazonas,Roubo a instituição financeira,2019,novembro,2
Amazonas,Roubo de carga,2019,novembro,1
Amazonas,Roubo de veículo,2019,novembro,213
Amazonas,Roubo seguido de morte (latrocínio),2019,novembro,6
Amazonas,Tentativa de homicídio,2019,novembro,17
Amazonas,Estupro,2019,dezembro,57
Amazonas,Furto de veículo,2019,dezembro,182
Amazonas,Homicídio doloso,2019,dezembro,90
Amazonas,Lesão corporal seguida de morte,2019,dezembro,2
Amazonas,Roubo a instituição financeira,2019,dezembro,6
Amazonas,Roubo de carga,2019,dezembro,0
Amazonas,Roubo de veículo,2019,dezembro,215
Amazonas,Roubo seguido de morte (latrocínio),2019,dezembro,4
Amazonas,Tentativa de homicídio,2019,dezembro,26
Amazonas,Estupro,2020,janeiro,59
Amazonas,Furto de veículo,2020,janeiro,204
Amazonas,Homicídio doloso,2020,janeiro,114
Amazonas,Lesão corporal seguida de morte,2020,janeiro,0
Amazonas,Roubo a instituição financeira,2020,janeiro,3
Amazonas,Roubo de carga,2020,janeiro,1
Amazonas,Roubo de veículo,2020,janeiro,199
Amazonas,Roubo seguido de morte (latrocínio),2020,janeiro,3
Amazonas,Tentativa de homicídio,2020,janeiro,22
Amazonas,Estupro,2020,fevereiro,47
Amazonas,Furto de veículo,2020,fevereiro,204
Amazonas,Homicídio doloso,2020,fevereiro,75
Amazonas,Lesão corporal seguida de morte,2020,fevereiro,2
Amazonas,Roubo a instituição financeira,2020,fevereiro,6
Amazonas,Roubo de carga,2020,fevereiro,5
Amazonas,Roubo de veículo,2020,fevereiro,133
Amazonas,Roubo seguido de morte (latrocínio),2020,fevereiro,4
Amazonas,Tentativa de homicídio,2020,fevereiro,17
Amazonas,Estupro,2020,março,55
Amazonas,Furto de veículo,2020,março,178
Amazonas,Homicídio doloso,2020,março,47
Amazonas,Lesão corporal seguida de morte,2020,março,2
Amazonas,Roubo a instituição financeira,2020,março,11
Amazonas,Roubo de carga,2020,março,0
Amazonas,Roubo de veículo,2020,março,179
Amazonas,Roubo seguido de morte (latrocínio),2020,março,3
Amazonas,Tentativa de homicídio,2020,março,16
Bahia,Estupro,2015,janeiro,218
Bahia,Furto de veículo,2015,janeiro,547
Bahia,Homicídio doloso,2015,janeiro,480
Bahia,Lesão corporal seguida de morte,2015,janeiro,9
Bahia,Roubo a instituição financeira,2015,janeiro,15
Bahia,Roubo de carga,2015,janeiro,40
Bahia,Roubo de veículo,2015,janeiro,1290
Bahia,Roubo seguido de morte (latrocínio),2015,janeiro,17
Bahia,Tentativa de homicídio,2015,janeiro,253
Bahia,Estupro,2015,fevereiro,202
Bahia,Furto de veículo,2015,fevereiro,409
Bahia,Homicídio doloso,2015,fevereiro,399
Bahia,Lesão corporal seguida de morte,2015,fevereiro,6
